serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DAI4IELDR,10/23/2017 12:00:00 AM,HARRIS MARKET,94,A,1,ROUTINE INSPECTION,EE0000195,10624 JUNIPER ST,LOS ANGELES,FA0247736,CA,90002,OW0242275,MANUELA ZAMBRANO,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,HARRIS MARKET,ACTIVE,PR0196369
DAI4KNXAN,02/28/2018 12:00:00 AM,THE BIG CHILL,92,A,1,ROUTINE INSPECTION,EE0000684,10850 W OLYMPIC BLVD,LOS ANGELES,FA0011217,CA,90064,OW0004679,"DINOW, DIANE",RESTAURANT (0-30) SEATS MODERATE RISK,1631,THE BIG CHILL,ACTIVE,PR0044417
DAI4PZZYP,10/25/2017 12:00:00 AM,FAT SAL'S,95,A,1,ROUTINE INSPECTION,EE0001048,972 GAYLEY AVE,LOS ANGELES,FA0022718,CA,90024,OW0035574,"THE GAYLEY GROUP, LP",RESTAURANT (0-30) SEATS HIGH RISK,1632,FAT SAL'S,ACTIVE,PR0047310
DAI4TE60I,01/12/2017 12:00:00 AM,CALIFORNIA STEAK AND FRIES,94,A,1,ROUTINE INSPECTION,EE0000798,3745 S LA BREA AVE STE B,LOS ANGELES,FA0059006,CA,90016,OW0001991,ALAMAD JAWAD A,RESTAURANT (0-30) SEATS HIGH RISK,1632,CALIFORNIA STEAK AND FRIES,ACTIVE,PR0006337
DAI4WJIEE,10/18/2016 12:00:00 AM,LEELA THAI RESTAURANT,96,A,1,ROUTINE INSPECTION,EE0000904,1737 SILVER LAKE BLVD,LOS ANGELES,FA0179688,CA,90026,OW0185184,ONGART KUSOLPAISIT,RESTAURANT (31-60) SEATS HIGH RISK,1635,LEELA THAI RESTAURANT,INACTIVE,PR0173336
DAI53PWHI,08/09/2016 12:00:00 AM,DEB'S DELIGHTS,97,A,1,ROUTINE INSPECTION,EE0000492,6031 VENICE BLVD,LOS ANGELES,FA0140978,CA,90034-2232,OW0104085,DEBBIE'S DINNERS INC,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,DEB'S DELIGHTS,ACTIVE,PR0129025
DAI5UHKRV,06/13/2017 12:00:00 AM,CAFE CHEZ MARIE,98,A,1,ROUTINE INSPECTION,EE0000684,10681 SANTA MONICA BLVD,LOS ANGELES,FA0011791,CA,90024,OW0007459,CHEZ MARIE LLC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,CAFE CHEZ MARIE,ACTIVE,PR0002957
DAI5VNBD3,04/26/2016 12:00:00 AM,DELICIOUS ARTS,94,A,1,ROUTINE INSPECTION,EE0000684,10581 1/2 PICO BLVD,LOS ANGELES,FA0165460,CA,90064,OW0128720,DELICIOUS ARTS LLC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,DELICIOUS ARTS,ACTIVE,PR0153784
DAI5WYUCE,09/19/2016 12:00:00 AM,HK SUPERMARKET MEAT DEPT,94,A,1,ROUTINE INSPECTION,EE0001003,124 N WESTERN AVE,LOS ANGELES,FA0027718,CA,90004,OW0019536,"KIM, YOUNG J","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,HK SUPERMARKET MEAT DEPT,ACTIVE,PR0040058
DAI6MHHH5,10/27/2017 12:00:00 AM,EL RANCHITO MEAT MARKET,90,A,1,ROUTINE INSPECTION,EE0000923,3293 FLETCHER DR,LOS ANGELES,FA0021380,CA,90065,OW0027940,"PARUCCI, ROSA PROANO","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,EL RANCHITO MEAT MARKET,ACTIVE,PR0026170
DAI6YNQKN,12/12/2017 12:00:00 AM,JAPANESE AMERICAN NAT. MUSEU,93,A,1,ROUTINE INSPECTION,EE0000360,100 N CENTRAL AVE # #110,LOS ANGELES,FA0030179,CA,90012,OW0003212,THE JAPANESE AMERICAN NATIONAL MUSEUM,RESTAURANT (151 + ) SEATS MODERATE RISK,1640,JAPANESE AMERICAN NAT. MUSEU,ACTIVE,PR0022499
DAI71ZMNI,10/25/2017 12:00:00 AM,WESTSIDE MARKET & WINE,85,B,1,ROUTINE INSPECTION,EE0000375,11031 SANTA MONICA BLVD,LOS ANGELES,FA0073921,CA,90025,OW0033719,"SOUTHERN CALIFORNIA HOST, IN","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,WESTSIDE MARKET & WINE,INACTIVE,PR0040651
DAI7EHT0Q,11/15/2017 12:00:00 AM,CELAYA BAKERY,92,A,1,ROUTINE INSPECTION,EE0000707,2704 S VERMONT AVE,LOS ANGELES,FA0165690,CA,90007,OW0128932,MAJADERO INDUSTRIES,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CELAYA BAKERY,ACTIVE,PR0154024
DAI7IGUOP,12/19/2017 12:00:00 AM,RED SHELL FOODS,98,A,1,ROUTINE INSPECTION,EE0000697,5877 FRANKLIN AVE,LOS ANGELES,FA0069411,CA,90028,OW0025515,NAGATANIEN RS FOOD LLC,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,RED SHELL FOODS,ACTIVE,PR0003710
DAI7QPFHB,02/14/2017 12:00:00 AM,PARKS 2 GO,95,A,1,ROUTINE INSPECTION,EE0000884,955 S VERMONT AVE D,LOS ANGELES,FA0160918,CA,90006,OW0125852,"PARKS GLOBAL NET, INC","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,PARKS 2 GO,ACTIVE,PR0149012
DAI7X2DEV,03/22/2016 12:00:00 AM,STAR MARKET,94,A,1,ROUTINE INSPECTION,EE0000557,801 N ALMA AVE,LOS ANGELES,FA0048659,CA,90063,OW0031040,"RUVALCABA, ENRIQUE C","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,STAR MARKET,ACTIVE,PR0025653
DAI8A9YEV,03/01/2018 12:00:00 AM,NEW INDIA'S OVEN,95,A,1,ROUTINE INSPECTION,EE0000684,1896 WESTWOOD BLVD,LOS ANGELES,FA0042355,CA,90025,OW0025866,NEW INDIA'S OVEN INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,NEW INDIA'S OVEN,ACTIVE,PR0033433
DAI8CK58M,12/06/2017 12:00:00 AM,LOS ANGELES MISSION WOMENS SHELTER,95,A,1,ROUTINE INSPECTION,EE0000703,310 E WINSTON ST,LOS ANGELES,FA0149375,CA,90013,OW0114956,LOS ANGELES MISSION INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,LOS ANGELES MISSION WOMENS SHELTER,ACTIVE,PR0136973
DAI8JBFIA,05/09/2017 12:00:00 AM,PANADERIA COATZINGO,93,A,1,ROUTINE INSPECTION,EE0000594,4242 S BROADWAY,LOS ANGELES,FA0158821,CA,90042,OW0123869,PANADERIA COATZINGO INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PANADERIA COATZINGO,ACTIVE,PR0146900
DAI8M2YU0,09/13/2017 12:00:00 AM,BH MARRIOTT RESTAURANT,94,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000015,1150 S BEVERLY DR,LOS ANGELES,FA0066538,CA,90035,OW0003202,ASHFORD TRS POOL A LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,MARTY'S BISTRO,ACTIVE,PR0010706
DAI9DDIA0,02/26/2016 12:00:00 AM,PANDA EXPRESS #1064,99,A,1,ROUTINE INSPECTION,EE0000015,10250 STA MON BLVD STE FC6,LOS ANGELES,FA0043632,CA,90067,OW0027458,PANDA EXPRESS INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,PANDA EXPRESS #1064,ACTIVE,PR0010125
DAI9EG2LY,03/13/2018 12:00:00 AM,DER WIENERSCHNITZEL,92,A,1,ROUTINE INSPECTION,EE0000176,3789 S CRENSHAW BLVD,LOS ANGELES,FA0018506,CA,90016,OW0026624,"OH,CHUN LAN",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DER WIENERSCHNITZEL,ACTIVE,PR0005740
DAI9HVFKB,04/19/2016 12:00:00 AM,7-ELEVEN,94,A,1,ROUTINE INSPECTION,EE0000798,4501 W MLK BLVD,LOS ANGELES,FA0047446,CA,90016,OW0004628,"BHATIA, SUNDEEP","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,SEVEN ELEVEN,ACTIVE,PR0032107
DAI9PM5MP,03/24/2016 12:00:00 AM,DIANA'S MINI MARKET,99,A,1,ROUTINE INSPECTION,EE0001026,5509 S COMPTON AVE,LOS ANGELES,FA0011114,CA,90011,OW0021547,"LEON, FILOMENO SANTOS","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,DIANA'S MINI MARKET,ACTIVE,PR0032846
DAI9Q0VMQ,07/25/2016 12:00:00 AM,RED MANGO YOGURT & SMOOTHIES,96,A,1,ROUTINE INSPECTION,EE0000122,1011 S FIGUEROA ST #B 120,LOS ANGELES,FA0172042,CA,90015,OW0179094,HAMILL ENTERPRISES,RESTAURANT (0-30) SEATS MODERATE RISK,1631,RED MANGO YOGURT & SMOOTHIES,INACTIVE,PR0164546
DAI9WTO4R,07/13/2017 12:00:00 AM,PAPA JOHN'S PIZZA,92,A,1,ROUTINE INSPECTION,EE0000924,11841 WILSHIRE BLVD,LOS ANGELES,FA0242776,CA,90025-6601,OW0238296,"PJCA-6, LP",RESTAURANT (0-30) SEATS MODERATE RISK,1631,PAPA JOHN'S PIZZA,ACTIVE,PR0190960
DAIA3E1HR,03/23/2017 12:00:00 AM,JIST,91,A,1,ROUTINE INSPECTION,EE0000360,116 JUDGE JOHN AISO ST,LOS ANGELES,FA0143613,CA,90012,OW0106680,MOSHI MOSHI EATS LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,JIST,ACTIVE,PR0129538
DAIA9UUPZ,05/11/2016 12:00:00 AM,MERCADO EL OAXAQUENO,96,A,1,ROUTINE INSPECTION,EE0001003,263 S ALEXANDRIA AVE,LOS ANGELES,FA0222529,CA,90004,OW0227367,JUAN MARTINEZ DIEGO,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1613,MERCADO EL OAXAQUENO,ACTIVE,PR0177752
DAIAEAOAZ,07/08/2016 12:00:00 AM,7-ELEVEN #39646A,95,A,1,ROUTINE INSPECTION,EE0000721,504 W OLYMPIC BLVD,LOS ANGELES,FA0025612,CA,90015,OW0099390,"GRAND SHELL - FOODS, INC.","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,7-ELEVEN #39646A,ACTIVE,PR0035151
DAIAEDYVN,03/08/2018 12:00:00 AM,VITA HERBS CENTRO NATURISTA,98,A,1,ROUTINE INSPECTION,EE0001006,2119 W 6TH ST,LOS ANGELES,FA0053803,CA,90057,OW0033235,"SMITH PAZ, VENUS","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,VITA HERBS CENTRO NATURISTA,INACTIVE,PR0029053
DAIAG7I0H,03/21/2018 12:00:00 AM,LUNA MARKETS,95,A,1,ROUTINE INSPECTION,EE0001025,6500 S HOOVER ST,LOS ANGELES,FA0245800,CA,90044,OW0240783,ROGER FERNANDO VASQUEZ,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,LUNA MARKETS,ACTIVE,PR0194178
DAIAIDIDJ,06/20/2017 12:00:00 AM,THE SIPP,98,A,1,ROUTINE INSPECTION,EE0001064,1855 MANCHESTER AVE # 112,LOS ANGELES,FA0180702,CA,90047-3000,OW0186051,"MALI HOLDINGS, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,THE SIPP,INACTIVE,PR0174505
DAIAIKPVA,12/07/2017 12:00:00 AM,PRINCE ALBERT LIQUOR & MARKE,98,A,1,ROUTINE INSPECTION,EE0000594,1161 E VERNON AVE,LOS ANGELES,FA0068964,CA,90011,OW0009410,DANIAL SOUHEL,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,PRINCE ALBERT LIQUOR & MARKE,ACTIVE,PR0042887
DAIAK1ZVA,12/13/2017 12:00:00 AM,NIJIYA MARKET - LITTLE TOKYO STORE,92,A,1,ROUTINE INSPECTION,EE0000360,124 JAPANESE VLG PLZ MALL,LOS ANGELES,FA0042504,CA,90012,OW0017714,JINON CORPORATION,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",1611,NIJIYA MARKET,ACTIVE,PR0024298
DAIAKQQB9,09/08/2017 12:00:00 AM,PALMERI S P A RISTORANTE,90,A,1,ROUTINE INSPECTION,EE0000924,11650 SAN VICENTE BLVD,LOS ANGELES,FA0027501,CA,90049,OW0005800,CALIF RESTAURANT INVESTMENT,RESTAURANT (61-150) SEATS HIGH RISK,1638,PALMERI S P A RISTORANTE,ACTIVE,PR0011977
DAIALFY0S,10/25/2017 12:00:00 AM,CASCADA REFRESCANTE,95,A,1,ROUTINE INSPECTION,EE0000594,4312 S CENTRAL AVE,LOS ANGELES,FA0008040,CA,90011,OW0024224,"MENDOZA, NATIVIDAD LAZARO",RESTAURANT (0-30) SEATS MODERATE RISK,1631,CASCADA REFRESCANTE,ACTIVE,PR0006550
DAIANAKZZ,09/02/2016 12:00:00 AM,HAMASUSHI,93,A,1,ROUTINE INSPECTION,EE0000360,347 E 2ND ST,LOS ANGELES,FA0016252,CA,90012,OW0017178,"IYAMA,TSUTOMU DBA",RESTAURANT (0-30) SEATS HIGH RISK,1632,HAMASUSHI,ACTIVE,PR0017606
DAIARSDMB,03/16/2018 12:00:00 AM,EARLES RESTAURANT,100,A,1,ROUTINE INSPECTION,EE0000905,3864 CRENSHAW BLVD,LOS ANGELES,FA0224049,CA,90008-1821,OW0228618,"EARLE'S RESTAURANT,LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,EARLES RESTAURANT,ACTIVE,PR0179214
DAIAVBGBB,03/16/2016 12:00:00 AM,MATADOR POULTRY,93,A,1,ROUTINE INSPECTION,EE0000660,7201 S ALAMEDA ST,LOS ANGELES,FA0141265,CA,90001-2714,OW0104392,"ELRABAT, AHMED","FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",1611,MATADOR POULTRY,ACTIVE,PR0128217
DAIAYYT4H,08/04/2016 12:00:00 AM,HUNTER & CHARLIE'S,92,A,1,ROUTINE INSPECTION,EE0000828,1050 N VINE ST,LOS ANGELES,FA0202848,CA,90038,OW0208132,THE RANCH CAFE LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,HUNTER & CHARLIE'S,ACTIVE,PR0175139
DAIAZC1BV,01/11/2017 12:00:00 AM,SUPERIOR GROCERS,92,A,1,ROUTINE INSPECTION,EE0000798,3480 S LA BREA AVE,LOS ANGELES,FA0071478,CA,90016,OW0034460,"SUPER CENTER CONCEPTS, INC",RESTAURANT (0-30) SEATS HIGH RISK,1632,SUPERIOR GROCERS #139 DELI,ACTIVE,PR0024015
DAIB05OO6,11/20/2017 12:00:00 AM,PHO SHOP,91,A,1,ROUTINE INSPECTION,EE0000684,1834 WESTWOOD BLVD,LOS ANGELES,FA0172188,CA,90025,OW0179228,"KO KEE LEE, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,PHO SHOP,ACTIVE,PR0164710
DAIB0GONN,03/09/2016 12:00:00 AM,TIAN'S DIMSUM & FAST FOOD,81,B,1,ROUTINE INSPECTION,EE0001058,809 N HILL ST STE #A,LOS ANGELES,FA0052497,CA,90012,OW0040269,ZHENG SHOUTIAN,RESTAURANT (0-30) SEATS HIGH RISK,1632,TIAN'S DIMSUM & FAST FOOD,ACTIVE,PR0016185
DAIB167F7,11/22/2016 12:00:00 AM,MAMA'S INTERNATIONAL TAMALES,90,A,1,ROUTINE INSPECTION,EE0000492,2124 W 7TH ST,LOS ANGELES,FA0141308,CA,90057-4001,OW0104426,MAMA'S INTL TAMALES ASSN.,RESTAURANT (31-60) SEATS HIGH RISK,1635,MAMA'S INTERNATIONAL TAMALES,ACTIVE,PR0128087
DAIB87FPU,11/01/2017 12:00:00 AM,GUSTO,91,A,1,ROUTINE INSPECTION,EE0000468,8022 3RD ST,LOS ANGELES,FA0164998,CA,90048-4307,OW0128290,BLUEPRINT HOSPITALITY  LP,RESTAURANT (61-150) SEATS HIGH RISK,1638,GUSTO,ACTIVE,PR0153301
DAIBDMNBW,02/18/2016 12:00:00 AM,LOLLICUP,84,B,1,ROUTINE INSPECTION,EE0000338,2206 SAWTELLE BLVD,LOS ANGELES,FA0160721,CA,90025,OW0125669,LOLLICUP FRANCHISING LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,LOLLICUP,INACTIVE,PR0148805
DAIBE6FAO,05/16/2016 12:00:00 AM,TAQUERIA LA CARRETA,90,A,1,ROUTINE INSPECTION,EE0000594,1471 E VERNON AVE,LOS ANGELES,FA0036353,CA,90011,OW0009986,"DIAZ, ENRIQUE",RESTAURANT (31-60) SEATS HIGH RISK,1635,TAQUERIA LA CARRETA,ACTIVE,PR0044436
DAIBIUXI5,04/12/2016 12:00:00 AM,JIM GILLIAM COMMUNITY CENTER,98,A,1,ROUTINE INSPECTION,EE0000176,4000 S LA BREA AVE,LOS ANGELES,FA0031758,CA,90008,OW0028181,PEOPLE COORDINATED SERVICES,RESTAURANT (0-30) SEATS LOW RISK,1630,JIM GILLIAM COMMUNITY CENTER,ACTIVE,PR0019726
DAIBJM8TD,03/06/2018 12:00:00 AM,NUSHII,93,A,1,ROUTINE INSPECTION,EE0001048,1055 BROXTON AVE,LOS ANGELES,FA0242456,CA,90024-2803,OW0238068,"NUSHII,INC",RESTAURANT (0-30) SEATS HIGH RISK,1632,NUSHII,ACTIVE,PR0190627
DAIBOEQS0,03/02/2018 12:00:00 AM,MARISCOS MANZANILLOS,94,A,1,ROUTINE INSPECTION,EE0000724,2124 E NADEAU ST,LOS ANGELES,FA0023838,CA,90001,OW0032881,"SILVA, DIEGO B",RESTAURANT (31-60) SEATS HIGH RISK,1635,MARISCOS MANZANILLOS,ACTIVE,PR0020363
DAIBOK9FH,02/19/2016 12:00:00 AM,SUBWAY #5822,98,A,1,ROUTINE INSPECTION,EE0000800,3974 S FIGUEROA ST,LOS ANGELES,FA0034779,CA,90037,OW0020302,LA BUSINESS VENTURE INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY #5822,ACTIVE,PR0030052
DAIBPFWQL,09/15/2016 12:00:00 AM,LOS COCOTEROS,95,A,1,ROUTINE INSPECTION,EE0000594,307 E JEFFERSON BLVD # 119,LOS ANGELES,FA0035850,CA,90011,OW0024808,"MONDRAGON - ALCANATARA, D.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,LOS COCOTEROS,ACTIVE,PR0012174
DAIBQH2SC,05/22/2017 12:00:00 AM,URBAN RADISH MARKET,90,A,1,ROUTINE INSPECTION,EE0000366,661 IMPERIAL ST,LOS ANGELES,FA0137974,CA,90021,OW0101370,"URBAN RADISH, LLC","FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1613,URBAN RADISH MARKET,ACTIVE,PR0122195
DAIBQTRVZ,01/25/2018 12:00:00 AM,PAVILIONS #2229,96,A,1,ROUTINE INSPECTION,EE0000709,727 N VINE ST,LOS ANGELES,FA0068467,CA,90038,OW0038181,THE VONS COMPANIES INC.,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,PAVILIONS #2229 MEAT,ACTIVE,PR0004713
DAIBSQ1DA,05/04/2017 12:00:00 AM,CENTURY GIFTS & SUNDRIES,98,A,1,ROUTINE INSPECTION,EE0000015,1880 CENTURY PARK E STE 101,LOS ANGELES,FA0013940,CA,90067,OW0001882,"AHN, JUNE CHUNHAEJA","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,CENTURY GIFTS & SUNDRIES,ACTIVE,PR0029384
DAIBT03ND,05/30/2017 12:00:00 AM,CIRCLE H MARKETS&LIQUOR/MEAT,95,A,1,ROUTINE INSPECTION,EE0000923,2511 W SUNSET BLVD,LOS ANGELES,FA0009249,CA,90026,OW0008159,CIRCLE H MARKETS INC,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,CIRCLE H MARKETS&LIQUOR/MEAT,ACTIVE,PR0002546
DAIBXVA20,04/19/2016 12:00:00 AM,"TAM,JOYCE",90,A,1,ROUTINE INSPECTION,EE0000798,3625 S LA BREA AVE,LOS ANGELES,FA0036307,CA,90016,OW0034906,"TAM,STEVEN",RESTAURANT (0-30) SEATS HIGH RISK,1632,"TAM,JOYCE",ACTIVE,PR0001027
DAIBYU9AP,11/29/2016 12:00:00 AM,RALPHS MARKET #759,93,A,1,ROUTINE INSPECTION,EE0001048,10861 WEYBURN AVE,LOS ANGELES,FA0045717,CA,90024,OW0029458,RALPHS GROCERY COMPANY,RESTAURANT (0-30) SEATS HIGH RISK,1632,DELI,ACTIVE,PR0005168
DAIBZJ1WE,04/12/2016 12:00:00 AM,TOGOS SANDWICHES,98,A,1,ROUTINE INSPECTION,EE0000874,3619 S VERMONT AVE,LOS ANGELES,FA0038005,CA,90007,OW0039409,Y & K BUSINESS GROUP INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TOGOS SANDWICHES,ACTIVE,PR0022098
DAIC0QR0K,07/11/2017 12:00:00 AM,THE KITCHEN AT CONSTELLATION,92,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000015,10250 CONSTELLATION BLVD #175,LOS ANGELES,FA0138963,CA,90067,OW0102239,"QUINCY'S BBQ, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,THE KITCHEN AT CONSTELLATION,ACTIVE,PR0123341
DAIC0XSBG,05/16/2017 12:00:00 AM,LA JALPENSE,90,A,1,ROUTINE INSPECTION,EE0000799,6009 S HOOPER AVE,LOS ANGELES,FA0033432,CA,90001,OW0030546,"RODRIGUEZ, CLEMENTE L","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,LA JALPENSE,ACTIVE,PR0035320
DAIC1XZQC,12/06/2017 12:00:00 AM,ATTARI SANDWICHES,97,A,1,ROUTINE INSPECTION,EE0000684,1388 WESTWOOD BLVD STE 103,LOS ANGELES,FA0004430,CA,90024,OW0003336,"ATTARI SANDWICHES, INC",RESTAURANT (31-60) SEATS HIGH RISK,1635,ATTARI SANDWICHES,ACTIVE,PR0001678
DAIC5JR9M,03/05/2018 12:00:00 AM,SOMSEENEH,97,A,1,ROUTINE INSPECTION,EE0000492,4100 W PICO BLVD STE 11,LOS ANGELES,FA0250862,CA,90019,OW0244878,JL INTERNATIONAL FOOD,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,SOMSEENEH,ACTIVE,PR0199908
DAIC9UFAJ,03/02/2016 12:00:00 AM,FOOD 4 LESS #322,96,A,1,ROUTINE INSPECTION,EE0000195,1651 E 103RD ST,LOS ANGELES,FA0023430,CA,90002,OW0012108,"FOOD 4 LESS, INC.","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1612,FOOD 4 LESS MEAT DEPT,ACTIVE,PR0015215
DAICA0YI8,01/17/2018 12:00:00 AM,THE BLACK FIG,96,A,1,ROUTINE INSPECTION,EE0000360,960 E 3RD ST,LOS ANGELES,FA0072132,CA,90013,OW0030109,RICE PARIS,RESTAURANT (0-30) SEATS MODERATE RISK,1631,THE BLACK FIG,ACTIVE,PR0030691
DAICAHEQJ,06/07/2016 12:00:00 AM,KAGAYA RESTAURANT,93,A,1,ROUTINE INSPECTION,EE0000360,418 E 2ND ST,LOS ANGELES,FA0031651,CA,90012,OW0018269,KAGAYA MASATO,RESTAURANT (31-60) SEATS HIGH RISK,1635,KAGAYA RESTAURANT,ACTIVE,PR0018766
DAICAJ0SI,02/01/2018 12:00:00 AM,THE COMEDY UNION,92,A,1,ROUTINE INSPECTION,EE0000723,5040 W PICO BLVD,LOS ANGELES,FA0051778,CA,90019,OW0026719,"OLIVER ROSEN, LLC",RESTAURANT (0-30) SEATS LOW RISK,1630,THE COMEDY UNION,ACTIVE,PR0021908
DAICB2ONS,07/06/2017 12:00:00 AM,LIYO SMOKE SHOP & DISCOUNT STORE,96,A,1,ROUTINE INSPECTION,EE0000176,4034 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,FA0144570,CA,90008,OW0107380,YONAS DEBRU & LIA ZEKARIAS GEBRESILASE,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,LIYO SMOKE SHOP & DISCOUNT STORE,ACTIVE,PR0130659
DAICDFUE9,10/11/2017 12:00:00 AM,ROSS DRESS FOR LESS #356,99,A,1,ROUTINE INSPECTION,EE0000835,7060 W SUNSET BLVD,LOS ANGELES,FA0046928,CA,90028,OW0030803,"ROSS DRESS FOR LESS, INC.","FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,ROSS DRESS FOR LESS #356,ACTIVE,PR0028284
DAICE5EOW,02/02/2018 12:00:00 AM,STARBUCKS COFFEE #25043,94,A,1,ROUTINE INSPECTION,EE0000707,3201 S HOOVER ST,LOS ANGELES,FA0250226,CA,90007-3555,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (0-30) SEATS MODERATE RISK,1631,STARBUCKS COFFEE #25043,ACTIVE,PR0199086
DAICF81YR,10/03/2017 12:00:00 AM,STARBUCKS COFFEE #14412,98,A,1,ROUTINE INSPECTION,EE0000798,3344 S LA CIENEGA BLVD,LOS ANGELES,FA0048806,CA,90016,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (0-30) SEATS LOW RISK,1630,STARBUCKS COFFEE 14412,ACTIVE,PR0031665
DAICGXINL,08/02/2017 12:00:00 AM,JOE SUPERMARKET,94,A,1,ROUTINE INSPECTION,EE0000144,12131 WASHINGTON PL,LOS ANGELES,FA0249575,CA,90066,OW0243808,MELICO INC,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,JOE SUPERMARKET,ACTIVE,PR0198334
DAICGYVMA,09/20/2017 12:00:00 AM,SOUTH WESTERN SHELL,97,A,1,ROUTINE INSPECTION,EE0001064,8611 S WESTERN AVE,LOS ANGELES,FA0049013,CA,90047,OW0008677,CONJCO CORO INC.,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1610,SOUTH WESTERN SHELL,INACTIVE,PR0045491
DAICKISZX,02/12/2018 12:00:00 AM,MARKET CAFE @ WESTWOOD GATEWAY,90,A,1,ROUTINE INSPECTION,EE0000684,11150 SANTA MONICA BLVD,LOS ANGELES,FA0167353,CA,90025,OW0130394,PATINA GROUP NEWCO LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,MARKET CAFE @ WESTWOOD GATEWAY,ACTIVE,PR0157715
DAICO9BZK,02/21/2018 12:00:00 AM,INTERCONTINENTAL HOTEL LOS ANGELES CENTURY CITY,97,A,1,ROUTINE INSPECTION,EE0000684,2151 AVENUE OF THE STARS,LOS ANGELES,FA0043904,CA,90067,OW0016873,IHG MANAGEMENT MARYLAND LLC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,INTERCONTINENTAL HOTEL LOS ANGELES CENTURY CITY  -MARI,ACTIVE,PR0001466
DAICP4RGC,04/28/2016 12:00:00 AM,PHILLY WEST BAR AND GRILL,95,A,1,ROUTINE INSPECTION,EE0000684,1870 WESTWOOD BLVD,LOS ANGELES,FA0068600,CA,90025,OW0028447,PHILLY WEST BAR/GRILL LTD PT,RESTAURANT (31-60) SEATS HIGH RISK,1635,PHILLY WEST BAR AND GRILL,ACTIVE,PR0046322
DAID4O08U,09/22/2017 12:00:00 AM,PASEO SAN MIGUEL RESTAURANT,97,A,1,ROUTINE INSPECTION,EE0000905,3723 S WESTERN AVE,LOS ANGELES,FA0244469,CA,90018,OW0235666,BELLAS AGUILAS INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,PASEO SAN MIGUEL RESTAURANT,ACTIVE,PR0192760
